(548,0)(1024.96,867.027)(-125.625,-682.432)(-267.442,468.353)(437.106,-161.491)(-408.123,-147.22)(211.738,366.627)(75.7122,-420.854)(-341.84,282.357)
(2596,0)(2647.6,4695.78)(1409.09,-2289.55)(-1801.23,-95.4212)(612.126,1219.37)(503.621,-1085.2)(-1243.69,522.37)(1912.09,709.04)(-1112.77,-3240.56)
(510,0)(678.353,1087.23)(381.673,-843.196)(-837.17,131.922)(585.055,644.672)(238.512,-926.8)(-1040.17,358.307)(1036.63,794.244)(106.195,-1584.87)
(641,0)(503.156,1362.37)(751.776,-476.367)(-504.928,-469.149)(-280.028,530.556)(541.588,125.54)(-12.7907,-534.715)(-508.489,140.361)(257.647,462.54)
(671,0)(889.746,1063.28)(-6.37404,-716.976)(-330.465,341.341)(356.856,-5.75176)(-204.3,-196.761)(4.95076,232.227)(133.566,-139.97)(-162.428,4.13034)
(774,0)(608.229,1222.97)(321.99,-355.907)(-256.479,-70.5817)(28.0457,160.551)(87.3348,-63.804)(-67.0791,-34.815)(-0.711641,54.857)(36.8498,-18.0476)
(2489,0)(5204.44,1869.19)(-2292.59,-1896.25)(1109.87,1869.03)(-307.9,-1750.56)(-487.751,1446.96)(1304.38,-710.591)(-1955.5,-811.316)(1853.1,3423.51)
(531,0)(1278.59,552.962)(-674.597,-789.791)(254.86,948.69)(187.297,-1024.74)(-691.757,956.898)(1228.44,-666.653)(-1704.16,80.2994)(1958.43,840.554)
(661,0)(1235.41,684.079)(-270.135,-676.887)(-99.0238,481.649)(265.699,-267.898)(-299.119,64.5637)(239.835,89.8136)(-131.913,-174.097)(17.3763,187.492)
(562,0)(1357.91,278.493)(-896.903,-263.146)(734.434,314.832)(-662.628,-387.151)(626.594,474.491)(-605.997,-578.335)(591.275,701.493)(-576.701,-847.489)
(735,0)(1373.83,367.961)(-527.716,-225.351)(273.283,211.553)(-146.97,-181.924)(70.8557,154.074)(-22.5398,-127.191)(-8.88497,101.553)(28.8125,-77.5984)
(3733,0)(3837.36,2804.01)(-459.858,-1493.83)(-182.97,582.493)(333.048,-176.45)(-390.861,-168.179)(218.903,507.551)(180.867,-646.404)(-600.235,449.056)
(848,0)(1128.21,883.545)(-161.679,-724.456)(-216.199,431.186)(320.285,-143.789)(-264.732,-71.3004)(130.794,182.694)(12.6478,-190.382)(-114.177,121.292)
(939,0)(733.433,976.81)(227.024,-364.861)(-179.607,-19.5038)(29.9366,79.5191)(29.1271,-30.5599)(-20.1907,-7.1238)(0.547167,10.9326)(5.21165,-2.17497)
(888,0)(1178.13,442.168)(-445.823,-243.507)(193.188,158.163)(-87.134,-105.871)(38.9037,70.2906)(-16.3716,-46.1268)(5.96822,30.0719)(-1.36688,-19.6175)
(1058,0)(833.15,523.157)(-100.538,-203.669)(-6.27907,68.9175)(15.8939,-18.8357)(-11.2767,0.914012)(5.08209,4.83768)(-0.328899,-5.15236)(-2.14492,3.19387)
(253,0)(233.694,160.508)(-30.991,-87.5464)(-10.7544,36.9083)(14.0537,-10.996)(-8.86277,0.347831)(3.84124,2.55671)(-0.862823,-2.32586)(-0.371187,1.31628)
(266,0)(172.865,167.755)(9.93907,-54.6981)(-14.1432,7.7746)(4.93634,1.9401)(-0.567615,-1.75115)(-0.355109,0.550754)(0.234487,-0.0256411)(-0.0601283,-0.0600326)
(277,0)(255.67,100.424)(-62.0133,-40.9966)(16.7733,18.7939)(-4.29227,-8.56507)(0.801379,3.79137)(0.0624706,-1.62315)(-0.189466,0.670304)(0.146038,-0.265931)
(262,0)(170.785,95.8317)(-16.5389,-22.0944)(0.747704,6.45181)(0.604623,-1.54495)(-0.358652,0.2932)(0.134326,-0.0234447)(-0.0393182,-0.0141138)(0.00857915,0.0100318)
(27292,0)(-1253.34,10490.2)(-9705.6,-30165.3)(9414.9,-35153.4)(-94004.9,111287)(520241,-151506)(158740,-2.68823e+06)(-9.16616e+06,-1.64818e+06)(-135375,1.61313e+07)
(598,0)(-816.501,3596.41)(7202.18,1158.98)(1603.84,-15979.4)(-35918.8,-2079.66)(-647.745,78543.9)(155716,-15643.8)(-110092,-227749)(66238.5,548644)
(35,0)(-188.474,213.256)(84.0188,774.742)(2112.81,1542.62)(9453.42,-1934.83)(19264.4,-32382.3)(-44372.4,-146131)(-572639,-273514)(-2.48586e+06,1.00309e+06)
(25462,0)(-22117.7,33273.7)(-68.4323,5141.2)(-10935,-8648.44)(-16955.5,17478.2)(52393.9,-18937.4)(-51053.6,-187625)(-314382,120254)(534475,399619)
(4183,0)(-2099.22,12798.5)(8998.7,2847.25)(3998.42,-8800.4)(-8469.98,-5401.84)(-5653.21,3334.87)(-18432.7,-2893.26)(-47939.6,85704.6)(258382,212987)
(649,0)(-21.55,2593.05)(2942.71,-303.88)(-785.352,-4154.14)(-6527.84,1782.55)(3983.46,10859.8)(18625.9,-8857.24)(-19602.2,-32418.6)(-56604.7,43163.8)
(540,0)(-598.132,2154.28)(2191.37,1562.18)(3313.08,-2360.28)(-1963.02,-6591)(-12405.9,-528.775)(-8642.27,21743.6)(34226,29878.5)(78718.2,-44063.7)
(1594,0)(-60.9808,4557.01)(3125.82,90.7337)(112.921,-2921.36)(-3070.76,-145.196)(-182.546,3297.06)(3345.32,214.015)(202.126,-2620.24)(106.554,-46.8354)
(321,0)(76.7151,1032.02)(889.851,-198.712)(-345.699,-967.941)(-1163.81,582.92)(976.267,1464.04)(1872.76,-1625.65)(-2690,-2388.69)(-2981.33,4420.36)
(316,0)(-96.5599,1015.14)(870.154,230.567)(397.382,-935.507)(-1103.99,-665.229)(-1104.11,1350.82)(1659.31,1818.07)(2967.8,-1991.88)(-2256.33,-4797.95)
(463,0)(111.967,1235.37)(725.744,-225.831)(-266.638,-585.883)(-522.988,326.821)(396.864,487.092)(463.124,-479.18)(-575.91,-443.183)(-422.744,689.652)
(494,0)(-149.56,1318.08)(768.312,278.828)(331.06,-610.264)(-530.734,-404.721)(-489.396,475.434)(427.085,587.245)(699.941,-375.776)(-314.845,-829.381)
(1400,0)(-1501.13,3986.04)(2322.88,2023.92)(2656.17,-1454.29)(-511.052,-3291.38)(-3771.43,-845.266)(-2822.57,3642.14)(1834.65,5408.51)(7528.37,3698.15)
(306,0)(-254.834,982.631)(819.512,359.294)(578.067,-832.928)(-897.127,-928.65)(-1469.7,952.631)(928.356,2288.48)(3503.6,-706.906)(-86.3663,-5268.73)
(231,0)(-322.271,743.96)(515.295,591.491)(933.819,-270.714)(204.064,-1337.93)(-1676.95,-1113.39)(-2666.28,1628.85)(551.615,4967.37)(7739.01,2639.47)
(469,0)(-396.633,1251.72)(693.279,417.214)(532.176,-481.944)(-311.474,-643.621)(-752.372,120.777)(-115.359,841.064)(884.978,412.021)(774.395,-850.209)
(394,0)(-547.835,1052.15)(403.248,765.701)(839.026,41.6405)(508.074,-769.472)(-472.161,-965.507)(-1296.04,-96.8721)(-910.37,1327.93)(876.14,1828.63)
(1809,0)(-4480.97,5625.85)(1261.42,5882.51)(6162.56,3116.1)(6766.45,-3436.23)(1885.61,-8639.55)(-6589.23,-13049.9)(-46914,-22492.6)(-205171,85620.7)
(363,0)(-794.187,1449.27)(1314.26,1497.64)(2896.25,-939.611)(525.622,-5209.2)(-8341.55,-4680.04)(-14371.5,10986.6)(8647.78,33877.1)(67772.1,10124.2)
(157,0)(-513.085,623.075)(213.134,1170.81)(1929.41,1103.14)(4363.88,-1602.17)(3548.21,-9763.39)(-12058.1,-21024.2)(-57333.8,-10538.2)(-111034,90809.5)
(821,0)(-1798.34,2401.37)(689.313,2062.71)(2392.59,803.908)(2632.64,-1845.05)(141.443,-4457.17)(-5076.78,-4069.95)(-9562.42,2431.8)(-5968.83,14200.8)
(468,0)(-1527.7,1361.71)(-644.875,2199.12)(1116.03,3072.69)(4401.52,2881.95)(8944.17,-548.829)(12005.6,-10159.5)(6307.7,-27342.5)(-20392.1,-46139.8)
(13540,0)(-6701.24,15428.4)(3084.65,3560.63)(1475.8,-1029.06)(1114.69,-908.353)(1583.91,-4572.32)(-5858.03,-6248.29)(-10430.4,4319.28)(-2504.01,12946)
(3006,0)(-119.638,5405.59)(2322.95,117.581)(99.2367,-1376.37)(-877.744,-90.0607)(-79.591,388.85)(-176.271,57.5221)(11.0449,900.35)(1807.46,73.6428)
(641,0)(151.572,1362.65)(797.622,-263.648)(-313.786,-566.776)(-432.465,356.02)(397.759,331.649)(240.933,-438.216)(-475.024,-149.596)(-51.9136,505.044)
(655,0)(-196.259,1393.26)(807.535,316.538)(372.56,-560.619)(-409.427,-418.708)(-461.485,289.467)(177.025,498.798)(526.736,-61.7225)(61.189,-540.464)
(834,0)(200.827,1317.25)(405.255,-234.225)(-147.023,-168.73)(-75.1384,98.6585)(64.5811,32.2691)(12.9202,-41.8198)(-27.0492,-4.28385)(-0.642321,17.6158)
(876,0)(-268.147,1388.84)(417.048,288.595)(183.4,-162.302)(-62.6271,-121.598)(-77.7855,18.9974)(1.28209,48.5544)(29.8369,4.95518)(6.24764,-18.2228)
(2623,0)(-2821.29,4727.5)(1330.63,2420.46)(1868.72,40.0218)(755.46,-1203.47)(-408.474,-1186.97)(-1245.27,-677.136)(-2068.32,526.755)(-1569.71,3233.72)
(637,0)(-537.637,1357.6)(738.87,516.802)(547.64,-443.086)(-238.156,-571.069)(-574.622,66.8983)(-87.4111,554.581)(509.631,228.371)(354.79,-440.134)
(505,0)(-701.773,1073.34)(351.731,866.326)(844.603,183.903)(651.509,-615.575)(-155.131,-982.279)(-1041.22,-496.732)(-1197.31,689.619)(-138.476,1689.84)
(808,0)(-687.679,1276.84)(318.562,409.821)(289.561,-47.6216)(56.1626,-174.294)(-86.2394,-88.8849)(-84.7004,24.2991)(-13.905,63.5918)(37.4771,32.3425)
(673,0)(-930.585,1065.92)(-35.086,746.557)(330.181,383.263)(386.268,36.4851)(247.137,-195.26)(36.5953,-261.024)(-131.093,-182.136)(-189.429,-35.1878)
(4277,0)(-93.0413,3197.7)(627.295,118.169)(117.847,-146.655)(49.8432,-84.1103)(-40.4906,-127.183)(-128.238,5.49599)(-14.8682,100.277)(61.5437,22.5233)
(1060,0)(253.39,1096.25)(265.16,-128.647)(-64.0051,-81.5484)(-24.9286,31.5502)(14.4298,4.18133)(-2.94464,-4.88196)(0.411399,4.5471)(3.84726,-3.00789)
(244,0)(91.4357,288.603)(83.5289,-66.9964)(-41.147,-24.6956)(-4.51884,23.7076)(12.8044,-2.14614)(-3.64782,-6.32084)(-2.68444,3.27171)(2.38151,0.800029)
(261,0)(28.2392,307.915)(101.545,-7.08776)(-3.31283,-42.2652)(-19.7537,1.77556)(0.94598,9.86428)(5.13888,-0.48901)(-0.241578,-2.75812)(-1.51391,0.110926)
(281,0)(106.409,254.63)(35.2843,-53.2571)(-19.3325,-2.24236)(2.339,6.34854)(1.69356,-1.80961)(-0.895059,-0.272906)(0.0539026,0.355633)(0.116411,-0.0770865)
(274,0)(27.9871,248.51)(48.0881,-3.31868)(-2.26497,-13.3033)(-4.15688,1.04164)(0.483977,1.36349)(0.461325,-0.222431)(-0.101039,-0.158012)(-0.0540923,0.0454723)
(982,0)(-294.095,1020.48)(292.74,241.929)(149.648,-76.1963)(-5.18561,-82.8386)(-41.5407,-15.1748)(-17.3088,17.8802)(5.3658,13.5704)(8.82367,0.481856)
(1144,0)(273.025,564.411)(51.4877,-64.433)(-13.1303,-3.77998)(2.01017,2.47338)(-0.630259,-2.43342)(-1.14689,1.27073)(0.915501,0.233405)(-0.102304,-0.443239)
(262,0)(99.0095,165.98)(19.2149,-40.3683)(-12.8006,1.8068)(2.77153,3.13512)(0.375658,-1.40522)(-0.503024,0.170718)(0.159887,0.122151)(0.00457504,-0.078277)
(295,0)(30.5439,186.388)(35.9856,-4.35311)(-0.870198,-8.41346)(-2.18904,0.20058)(0.0415432,0.610548)(0.178368,-0.00497958)(0.00148656,-0.0538285)(-0.016629,-0.00159016)
(301,0)(115.26,110.502)(-8.68756,-21.0306)(-0.420483,3.7053)(0.41242,-0.546041)(-0.121365,0.0556386)(0.026676,4.46982e-05)(-0.00515544,-0.00192205)(0.000990755,0.000727577)
(286,0)(29.438,103.585)(6.06536,-0.854777)(-0.480339,-0.488809)(-0.0541103,0.0749815)(0.0123436,0.00240517)(-0.000255392,-0.0020784)(-0.000308091,0.000140786)(3.8087e-05,4.37742e-05)
(1091,0)(-343.212,542.858)(38.927,87.0627)(18.7697,2.872)(4.80069,-3.36847)(1.04668,-3.38204)(-1.20258,-1.82921)(-1.21581,-0.0300456)(-0.35356,0.502239)
(258,0)(-43.4146,163.916)(31.2834,9.66)(2.78937,-7.14888)(-1.8035,-0.873671)(-0.276089,0.486197)(0.137527,0.0867573)(0.0271203,-0.0404133)(-0.0122538,-0.00845708)
(282,0)(-124.712,179.45)(16.613,50.0558)(15.1352,5.0106)(4.42163,-3.09682)(0.0610504,-1.96158)(-0.584597,-0.468657)(-0.287466,0.0727242)(-0.0472087,0.111032)
(262,0)(-43.8635,94.6667)(5.00666,3.22058)(0.775737,-0.249103)(0.00198885,-0.108247)(-0.0140252,-0.00897615)(-0.0023388,0.00151367)(5.29118e-05,0.000470568)(7.96039e-05,2.62818e-05)
(289,0)(-127.747,105.574)(-12.4733,22.5761)(-0.225345,4.68775)(0.401464,0.864249)(0.159595,0.128328)(0.0434522,0.0113179)(0.00988874,-0.0012565)(0.00203577,-0.0010091)
(3634,0)(-3946.89,2719.49)(-558.601,1499.75)(119.275,601.621)(282.483,198.536)(363.299,-132.553)(235.831,-481.865)(-137.675,-675.767)(-590.914,-544.449)
(951,0)(-807.12,991.298)(209.568,407.966)(197.622,4.55299)(49.215,-81.944)(-24.6048,-42.1134)(-25.3173,1.2537)(-5.19426,12.1642)(4.70898,5.04339)
(779,0)(-1081.19,810.812)(-182.381,691.26)(188.58,435.659)(310.597,168.067)(277.715,-48.149)(157.367,-175.944)(11.9969,-204.467)(-105.266,-149.3)
(1003,0)(-843.307,494.288)(-114.515,205.785)(2.01529,76.2443)(16.2147,23.5287)(12.7963,3.10099)(6.65803,-4.25789)(1.47251,-5.58281)(-1.68698,-4.07788)
(250,0)(-178.905,158.841)(4.76575,57.517)(14.0394,10.7262)(6.03632,-1.06745)(1.19926,-1.90098)(-0.228358,-0.815892)(-0.290404,-0.143662)(-0.115521,0.0465673)
(240,0)(-235.705,151.727)(-36.7659,87.6258)(8.00559,39.9371)(13.9261,13.7493)(9.89012,1.84293)(4.9559,-2.16457)(1.59866,-2.54017)(-0.0627518,-1.7053)
(270,0)(-192.451,97.5281)(-22.2152,24.8757)(-2.02738,8.10433)(0.468543,2.24789)(0.43061,0.534242)(0.197693,0.0876108)(0.0707515,-0.00447646)(0.0204966,-0.0124387)
(243,0)(-238.767,87.7588)(-61.8094,37.9692)(-18.1789,18.5864)(-5.22156,9.06776)(-1.2252,4.31112)(-0.0776671,1.9899)(0.171997,0.889747)(0.168128,0.384098)
(901,0)(-1252.62,446.804)(-495.48,255.393)(-226.786,173.406)(-109.318,121.367)(-53.0738,84.2555)(-25.1364,57.811)(-11.2597,39.3837)(-4.53529,26.8173)
(5930,0)(-14278.2,6767.34)(-5929.43,7774.06)(-1277.57,8990.87)(4759.69,9456.81)(16884.5,5255.32)(36544.2,-18212.7)(47540.9,-91523.3)(-17638.3,-251535)
(1690,0)(-3640.77,3069.99)(-540.295,3197.6)(1501.97,2556.53)(2861.01,1024.66)(3224.02,-1222.71)(2030.34,-3881.41)(-1709.03,-6188.38)(-9251.03,-5540.31)
(444,0)(-860.313,946.258)(210.432,910.965)(803.176,377.487)(851.145,-423.689)(221.047,-1059.5)(-821.626,-977.877)(-1541.87,51.953)(-1115.07,1529.24)
(321,0)(-796.121,680.285)(-141.374,943.792)(593.611,938.982)(1388.74,422.19)(1853.58,-820.662)(1264.34,-2672.28)(-1187.13,-4283.99)(-5691.51,-3794.42)
(513,0)(-992.318,810.379)(-147.408,661.661)(240.734,480.538)(431.776,195.801)(435.574,-114.674)(263.834,-362.544)(-26.0156,-461.116)(-330.215,-359.651)
(412,0)(-1022.54,654.866)(-488.553,787.869)(-52.6543,912.1)(435.272,917.005)(970.019,706.674)(1459.96,197.195)(1736.21,-650.281)(1570.37,-1780.49)
(784,0)(-2558.03,1440.06)(-1576.14,2887.32)(237.554,4619.01)(4113.96,6000.38)(11191.1,4980.06)(21390.3,-2895.04)(30324.3,-25016.4)(23371.9,-69600.8)
(2315,0)(-4976.26,1689.29)(-2295.27,1729.87)(-1207.56,1785.45)(-448.948,1748.4)(335.964,1535.31)(1188.46,893.903)(1951.41,-564.205)(2050.62,-3243.71)
(567,0)(-1094.48,589.586)(-260.591,603.502)(73.0178,449.895)(238.645,268.532)(287.777,82.7035)(247.705,-71.0865)(152.075,-167.395)(37.8631,-197.088)
(474,0)(-1173.3,494.832)(-642.842,725.791)(-267.67,898.501)(146.612,1006.55)(647.528,986.602)(1218.59,749.335)(1778.37,196.71)(2165.43,-749.8)
(749,0)(-1450.27,374.778)(-582.135,238.373)(-316.043,231.569)(-179.861,206.909)(-94.4602,182.298)(-37.3104,156.912)(2.39554,131.091)(29.8498,105.395)
(525,0)(-1301.41,261.846)(-880.262,254.01)(-739.663,312.164)(-685.432,394.094)(-666.188,495.989)(-662.693,621.025)(-665.58,774.083)(-668.818,961.304)
(1141,0)(-3670.02,835.627)(-2709.81,1283.24)(-2549.93,1996.98)(-2486.34,3040.14)(-2156.5,4502.5)(-1078.23,6305.91)(1609.53,7800.65)(7083.22,6800.11)
(308,0)(-930.522,319.114)(-535.215,523.614)(-314.489,701.12)(-40.5213,890.343)(353.912,1040.36)(904.398,1078.97)(1617.78,899.061)(2451.97,358.778)
(216,0)(-769.592,225.914)(-663.373,470.135)(-629.817,850.204)(-489.683,1467.25)(-12.5734,2414.95)(1212.77,3741.19)(3907.45,5315.14)(9241.44,6523.6)
(368,0)(-1112.37,182.275)(-754.673,187.525)(-701.391,285.016)(-718.909,413.695)(-763.934,597.814)(-816.234,857.585)(-853.528,1220.09)(-843.848,1719.82)
(249,0)(-886.282,120.996)(-842.229,163.197)(-1019.15,288.135)(-1374.71,520.164)(-1962.65,937.25)(-2896.46,1683.53)(-4364.05,3015.32)(-6663.99,5386.52)
(1197,0)(-5196.25,1778.45)(-1996.35,1294.92)(799.814,1294.86)(-4271.2,-5908.19)(-20529.2,-19773.5)(-70582.7,-41796.9)(-153143,-193637)(-440054,-1.19868e+06)
(279,0)(-1320.6,930.381)(-201.63,2308)(2437.83,3292.72)(8047.31,2024.39)(16097.2,-7313.03)(18592.8,-33718)(-7795.38,-85208.4)(-115890,-158173)
(11,0)(-75.0294,36.4797)(-108.059,153.253)(-64.5888,521.901)(579.488,1534.02)(4052.13,3622.61)(18113.1,4704.34)(64536.6,-14077.7)(185146,-148103)
(861,0)(-4076.4,1093.59)(-3700.15,1240.17)(-4729.59,3625.35)(-6499.99,8181.84)(-7335.36,18464.7)(-3609.14,40606.8)(17270,85635.6)(89723.9,171725)
(46,0)(-314.534,54.3008)(-617.202,117.322)(-1479.34,368.199)(-3914.12,1257.13)(-10928.1,4292.57)(-31452.8,14464)(-92208.8,47990.6)(-273621,156545)
(21670,0)(11476.9,-4237.76)(15721.6,-27032.7)(23224.9,19568.5)(-226910,-20793.8)(-284477,59344.7)(259860,-2.39532e+06)(4.78291e+06,6.78045e+06)(6.42175e+06,-6.47809e+06)
(384,0)(2417.24,-642.633)(-4995.48,1196.24)(11490.8,-2655.74)(-26987.7,6822.73)(62364.8,-17568.1)(-133909,38047.3)(232226,-40116.2)(-123234,-213262)
(20517,0)(30029.3,-21257.9)(350.937,5229.71)(8025.74,9336.74)(-27492.6,-5429.28)(-14849.5,20807.4)(37801.1,-197247)(99321.5,353628)(381570,-245379)
(3027,0)(10101.7,-2329.9)(-7534.18,3532.3)(7454.58,-5481.76)(-7119.43,8107.66)(2817.13,-10136.3)(15194.9,2992.31)(-69601.7,48043.7)(198574,-256645)
(463,0)(1982,-142.901)(-2395.95,58.2545)(3631.73,-28.2749)(-6166.28,-23.2883)(11164.5,220.301)(-21037.5,-878.527)(40723,2855.05)(-80354.1,-8431.45)
(1182,0)(3735.06,-365.203)(-2832.66,569.379)(2880.59,-904.23)(-3250.54,1428.43)(3725.8,-2241.78)(-4024.02,3428.11)(3406.19,-4921.83)(-208.877,6118.76)
(239,0)(836.662,-9.39542)(-789.388,-39.7013)(954.917,83.4252)(-1296.47,-158.764)(1874.71,299.912)(-2818.17,-565.107)(4347.48,1062.29)(-6828.66,-1992.29)
(360,0)(1062.88,-15.4064)(-713.205,-50.3886)(668.151,55.7203)(-705.703,-71.9522)(794.519,90.9554)(-932.927,-113.464)(1128.3,139.291)(-1395.45,-167.404)
(250,0)(877.53,-147.239)(-798.169,328.285)(888.994,-602.975)(-1046.36,1078.16)(1199.67,-1896.48)(-1215.71,3277.3)(804.499,-5548.93)(639.493,9169.73)
(333,0)(985.783,-195.343)(-620.778,342.79)(504.955,-459.884)(-416.669,616.105)(304.683,-805.946)(-137.638,1029.37)(-116.906,-1280.96)(496.179,1547.53)
(369,0)(1575.92,-512.538)(-1647.25,1375.45)(1704.69,-3059.69)(-916.913,6334.29)(-2766.52,-12186.3)(14249.1,21118.9)(-44091.4,-30400.9)(112273,25929)
(1013,0)(3180.14,-1380.94)(-1950.84,2082.8)(1069.58,-3023.89)(286.792,4046.78)(-2631.93,-4818.73)(6396.46,4440.73)(-11540.6,-884.368)(15883.9,-9622.61)
(214,0)(748.815,-245.181)(-652.47,394.964)(660.386,-689.615)(-643.141,1181.66)(470.24,-1965.03)(84.4766,3156.22)(-1432.55,-4862.27)(4297.45,7098.46)
(353,0)(1041.98,-399.83)(-612.064,492.438)(405.796,-679.488)(-167.82,878.932)(-178.529,-1068.08)(683.921,1186.75)(-1381.24,-1135.23)(2264.86,763.955)
(183,0)(641.721,-308.767)(-454.863,606.077)(179.819,-1020.07)(461.212,1522.03)(-1804.54,-1883.27)(4213.95,1469.83)(-7793.47,1073.1)(11617.3,-8128.73)
