16621
31872
2912
2729
7497
6179
1174
1116
2576
2113
29504
2477
7119
2353
5816
967
2365
974
1919
54657
13214
1401
2236
2846
3891
10313
3361
2822
4921
3609
10090
3694
4340
2670
2642
6813
5539
4239
3580
2675
805
792
781
796
35103
3534
4827
8218
1273
2053
2427
3808
11286
1904
1169
3538
2592
24793
3386
1652
8025
3815
59383
13528
3322
4414
4214
5931
18737
3998
3938
5403
5204
9263
4927
816
799
1041
1081
7767
3133
1163
1643
843
1378
5140
1414
1329
1410
1322
13911
7113
6165
4704
1324
763
1304
760
4049
43486
13186
2818
1369
4175
2319
6435
9872
5026
3074
3246
2158
4789
1307
925
1298
892
8657
1186
15710
1196
30833
2564
6570
943
1917
1499
3002
3466
8714
1382
2701
830
1959
56728
11428
2772
2775
4245
4688
7904
3782
2851
803
809
1093
1098
6155
4612
1029
1024
791
766
15635
3864
4416
3005
3433
11799
5686
4174
4560
3531
19347
2317
5792
1076
2604
37929
10450
2085
3336
981
1756
7799
4169
2808
2253
1521
4779
3666
61381
10641
3354
871
1479
1486
2306
5496
1510
1468
2341
2305
5387
1414
2259
834
1387
8465
2251
2235
1372
1355
15718
5038
1415
827
1930
1116
4416
7780
1875
1021
1281
785
6737
15667
4856
6789
4086
5463
21817
6119
5963
4932
5043
45364
11138
3478
2274
5408
3403
6236
1376
954
1335
956
15209
4862
2654
4084
2262
8138
41600
10506
3278
5111
1762
2803
14449
4640
3945
2585
2201
5009
6776
30258
10120
3162
1746
1742
927
5233
4710
2188
16300
2759
907
3365
938
1485
10479
1465
13289
9580
1062
1082
