(-2.8286,-1.00222),(18374.9,0)
(-2.51618,-1.02898),(21405.8,0)
(-2.71531,-0.860574),(19869.8,0)
(-2.75501,-0.629849),(20139.5,0)
(-2.54322,-0.933045),(21509,0)
(-2.69685,-0.362449),(21403.2,0)
(-3.65379,-0.248489),(14129.4,0)
(-2.46465,-0.185203),(25114.4,0)
(-2.44898,-0.164207),(25456,0)
(-2.75051,-0.367306),(20781.4,0)
(-2.53297,-1.70287),(17730.3,0)
(-4.51377,-0.85362),(10522.1,0)
(-2.67707,-0.978314),(19839.2,0)
(-2.58266,-0.237424),(23139.7,0)
(-2.53723,-1.03268),(21131.5,0)
(-2.8929,-1.47208),(16328.5,0)
(-3.01455,-0.330128),(18288.1,0)
(-3.43543,-2.05362),(12282,0)
(-3.8985,-1.04269),(12354.4,0)
(-2.64278,-1.15499),(19462,0)
(-2.93957,-0.297089),(19000.6,0)
(-2.59505,-1.54653),(18049.5,0)
(-3.40849,-0.933893),(14689.1,0)
(-2.79608,-0.466127),(20094.8,0)
(-2.78182,-0.456815),(20262.2,0)
(-2.52566,-0.187625),(24099.3,0)
(-2.47096,-0.588072),(23908.8,0)
(-3.25764,-0.367626),(16387.7,0)
(-2.85496,-0.869181),(18549.2,0)
(-2.97012,-0.119305),(19009.3,0)
(-2.53748,-0.347238),(23535.4,0)
(-2.57092,-0.596974),(22388.1,0)
(-3.09475,-0.635351),(17168.4,0)
(-2.78737,-0.927189),(18970.1,0)
(-2.62829,-0.873225),(20746.3,0)
(-2.71214,-0.248964),(21452.4,0)
(-2.46473,-0.416684),(24512.2,0)
(-2.46948,-1.51573),(19235.6,0)
(-2.6037,-1.43824),(18502.7,0)
(-3.09412,-0.961577),(16504.8,0)
(-3.58878,-1.35966),(13116.9,0)
(-2.45231,-0.349298),(24919.5,0)
(-2.95318,-0.512528),(18522.2,0)
(-2.6804,-0.382812),(21555.1,0)
(-2.86168,-0.129723),(20046.3,0)
(-2.60928,-0.70578),(21551.6,0)
(-2.598,-0.53511),(22210.2,0)
(-2.44758,-1.01177),(22439.4,0)
(-3.26969,-0.39492),(16276.2,0)
(-2.54999,-0.672759),(22424.1,0)
(-3.93623,-0.420863),(12736.6,0)
(-2.94567,-0.689341),(18230.6,0)
(-2.75723,-1.19824),(18283.7,0)
(-2.59995,-0.524536),(22213.8,0)
(-2.45769,-0.546008),(24299.9,0)
(-2.54182,-0.403643),(23331.7,0)
(-2.75107,-0.746836),(19861.3,0)
(-2.62282,-0.781252),(21136.8,0)
(-2.98309,-0.624683),(18056.5,0)
(-2.60839,-1.10644),(20011.9,0)
(-2.56194,-0.644119),(22359,0)
(-2.49039,-0.391024),(24154.2,0)
(-3.41202,-0.935046),(14668.6,0)
(-2.49724,-0.956028),(22001.5,0)
(-2.80496,-0.750528),(19327.3,0)
(-2.80721,-1.8467),(15447.4,0)
(-2.47362,-0.755483),(23216.7,0)
(-3.32623,-1.1384),(14748.8,0)
(-2.47371,-0.774137),(23145.3,0)
(-2.9359,-0.438093),(18806.8,0)
(-2.45745,-1.65289),(18566,0)
(-2.83443,-0.970622),(18424.7,0)
(-2.58057,-1.05794),(20521.2,0)
(-3.11381,-1.81186),(14107.1,0)
(-3.2517,-0.88009),(15671.6,0)
(-2.84985,-0.294482),(19868.6,0)
(-2.86454,-1.30878),(17079,0)
(-2.73325,-1.21084),(18432.1,0)
(-2.74693,-1.03139),(18984.3,0)
(-2.77245,-0.205325),(20845.9,0)
(-2.92472,-0.203107),(19283.1,0)
(-3.12624,-0.664684),(16888,0)
(-2.77495,-1.06928),(18605.3,0)
(-2.78223,-0.35012),(20470.1,0)
(-3.87288,-1.50074),(11846.5,0)
(-2.62591,-0.12513),(22830.1,0)
(-2.50847,-0.226189),(24272.8,0)
(-2.47675,-0.576578),(23851,0)
(-2.9905,-0.267297),(18584.2,0)
(-2.59645,-0.39905),(22579.9,0)
(-3.08998,-0.958583),(16539.5,0)
(-2.7282,-1.4743),(17404,0)
(-3.08983,-1.71258),(14503.8,0)
(-2.68915,-0.291001),(21642.3,0)
(-2.69565,-0.469972),(21180,0)
(-2.54919,-0.51757),(22922.1,0)
(-2.66054,-0.115839),(22400.9,0)
(-2.63541,-1.71574),(16976.9,0)
(-2.48144,-1.47025),(19380.7,0)
(-2.458,-0.726023),(23580.3,0)
(-2.46464,-1.5109),(19306.5,0)
(-2.93969,-0.176001),(19183.9,0)
(-2.93266,-0.464146),(18790.1,0)
(-3.39631,-0.362908),(15495.5,0)
(-2.62961,-1.05841),(20001.4,0)
(-2.45584,-1.34898),(20328.4,0)
(-3.35852,-0.658061),(15388.4,0)
(-2.67768,-1.07448),(19462.8,0)
(-2.50483,-1.45453),(19257.1,0)
(-2.62042,-0.512319),(21983.8,0)
(-2.44577,-0.424407),(24824.8,0)
(-2.8543,-0.137767),(20105.7,0)
(-2.5719,-1.58427),(18039.3,0)
(-2.44477,-0.869492),(23287.9,0)
(-3.20016,-0.573946),(16518.1,0)
(-2.64696,-1.88056),(16170.6,0)
(-3.48553,-1.27215),(13716.6,0)
(-2.51936,-1.18919),(20563.8,0)
(-2.43796,-0.651808),(24289.3,0)
(-2.49538,-0.86604),(22446.7,0)
(-2.4392,-1.58236),(19120.1,0)
(-2.76064,-0.637029),(20063.1,0)
(-2.45144,-1.30969),(20617.5,0)
(-2.81429,-1.14688),(18011.7,0)
(-2.54904,-1.03753),(20969.6,0)
(-3.02533,-0.212789),(18351.3,0)
(-2.46013,-0.662875),(23817.8,0)
(-2.75788,-0.597285),(20191.8,0)
(-3.22459,-0.133829),(16844.7,0)
(-2.95745,-1.9243),(14453.3,0)
(-2.59477,-0.429074),(22529.3,0)
(-2.58668,-0.415258),(22672,0)
(-2.71119,-0.618809),(20634.1,0)
(-3.04727,-0.145994),(18241.6,0)
(-2.62689,-1.18363),(19487.5,0)
(-2.75912,-1.12063),(18556.6,0)
(-3.1884,-0.146558),(17103.7,0)
(-2.92587,-0.614006),(18560.3,0)
(-2.80668,-1.55541),(16561.3,0)
(-2.78208,-1.42026),(17243.5,0)
(-2.62541,-0.227943),(22579.2,0)
(-2.68933,-0.426865),(21352,0)
(-2.55857,-0.759596),(22003.3,0)
(-2.48591,-1.12583),(21293.4,0)
(-2.86794,-0.819625),(18573.4,0)
(-3.10206,-1.71871),(14428.8,0)
(-2.6086,-1.06822),(20176.5,0)
(-3.31183,-0.793309),(15462.5,0)
(-2.62933,-0.730318),(21231.3,0)
(-2.6817,-1.14165),(19156,0)
(-2.53186,-0.911478),(21747.3,0)
(-2.45119,-0.954525),(22680.2,0)
(-2.91834,-0.932797),(17851.4,0)
(-2.69296,-1.32906),(18277.7,0)
(-2.71048,-0.735999),(20310.4,0)
(-2.48374,-1.00521),(21946,0)
(-2.98028,-0.792043),(17719.8,0)
(-2.57784,-0.653363),(22118.6,0)
(-2.46564,-0.168341),(25142.5,0)
(-2.68155,-0.606265),(20998.3,0)
(-2.57167,-0.936815),(21147.3,0)
(-2.75312,-1.01142),(18998.8,0)
(-2.51583,-0.566116),(23265.4,0)
(-2.62084,-1.25669),(19212.6,0)
(-2.46266,-1.14658),(21487.8,0)
(-2.92248,-0.258949),(19218,0)
(-2.5885,-0.486476),(22466.7,0)
(-3.29401,-0.547644),(15933.2,0)
(-2.74714,-1.09662),(18747.3,0)
(-2.86925,-2.0635),(14367.9,0)
(-2.86755,-1.1275),(17663.9,0)
(-2.49161,-0.358062),(24220.2,0)
(-2.91608,-0.593729),(18688.1,0)
(-2.46283,-1.17547),(21330.1,0)
(-2.69474,-1.39771),(17971.2,0)
(-3.04323,-0.509576),(17779,0)
(-2.86146,-1.51315),(16377.6,0)
(-2.91173,-0.187911),(19432.8,0)
(-2.57491,-1.19708),(19934.2,0)
(-2.51637,-0.391835),(23742.5,0)
(-2.47102,-0.942983),(22433.9,0)
(-2.46843,-0.673642),(23631.3,0)
(-2.5933,-1.72101),(17227,0)
(-2.63521,-0.673816),(21341.1,0)
(-2.46925,-1.22767),(20932.8,0)
(-2.76994,-0.856344),(19351.9,0)
